title,last_name,first_name,year,"publisher",place,corpus_index,word_count,origin,medium,category,corpus_type
הערכת נזקי רעידות אדמה לבניינים באמצעות מודל בניין ממוחשב וסריקות לייזר,זקס,רפאל,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200031,746,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
השפעת גלי צונאמי על בניינים ומתקנים,קרינסקי,יורי,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200035,290,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
התנהגות סיסמית של מנהרה מדופנת והשפעתה על פני קרקע,פלדגון,ולדימיר,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200042,424,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
כשל חומרים צמנטיים לאחר יישומם באתר הבנייה בתנאים רטובים,ז'וטובסקי,סמיון,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200065,147,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
סקר לאומי על רדיואקטיביות טבעית בבטון (2012 – 2014),קובלר,קונסטנטין,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200079,320,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
שדרוג סייסמי של מבני קירות באמצעות מרסנים ויסקוזיים בקומות בודדות,לבן,אורן,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200112,311,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
תכן רציונלי של קירות קרקע משוריינת תוך התחשבות באילוצים קינמטיים,קלר,אסף,2014,"המכון הלאומי לחקר הבנייה",חיפה,1200136,336,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
תכנית ימית לישראל - דוח שלב א'  - לקראת תכנון - מסמך בתפוצה פנימית לפני הפקה,אלתרמן,רחל,2014,"המרכז לחקר העיר והאזור",חיפה,1300017,14254,Born digital,,המרכז לחקר העיר והאזור,IIA
פרסום פיתוח תרבות כמנוף לפיתוח עירוני - הניסיון הבינלאומי והמקרה של תל אביב,מולין,"אלוירה ",2014,"המרכז לחקר העיר והאזור",חיפה,1300034,49382,Born digital,,המרכז לחקר העיר והאזור,IIA
פיתוח מודל סיסמוטקטוני מודולרי לישום בהערכה של סיכונים סיסמיים בישראל,דיוויס,מיכאל,2014,"משרד הבינוי והשיכון",רחובות,1800093,14385,Born digital,research,משרד השיכון,IIA
סקר דרישות תקינה והנחיות תכן של מבנים מבטון מזויין לרעידות אדמה,ליבוביץ,אדי,2014,"משרד הבינוי והשיכון",,1800097,12396,Born digital,research,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2014 - חוברת סיכום,משרד הבינוי והשיכון,,2014,"משרד הבינוי והשיכון",,1800009,6579,Born digital,summary,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2014 - רבעון ראשון,משרד הבינוי והשיכון,,2014,"משרד הבינוי והשיכון",,1800012,7087,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2014 - רבעון שלישי,משרד הבינוי והשיכון,,2014,"משרד הבינוי והשיכון",,1800010,6613,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2014 - רבעון שני,משרד הבינוי והשיכון,,2014,"משרד הבינוי והשיכון",,1800011,6938,Born digital,analytical report,משרד השיכון,IIA
תוצאות סקר מאפייני דיור של צעירים,מכון ציגלמן,,2014,"משרד הבינוי והשיכון",ירושלים,1800126,7212,Born digital,Survey,משרד השיכון,IIA
בחינת התרומה של ספיני קירות בני לצמצום הסכנה להתמוטטות בשרשרת של בנייני קומות הכוללים שלד מסגרתי מבטון מזוין שלב א',שוורץ,סטפן,2014,"משרד הבינוי והשיכון",חיפה,1800094,11929,Born digital,research,משרד השיכון,IIA
מגגות מוזנחים לגגות מחנכים - יישום גגות ירוקים במבני חינוך בישראל,אוסטרליץ,נועם,2014,"המשרד לאיכות הסביבה",,1400057,18822,Born digital,,המשרד להגנת הסביבה,IIA
"קהילת הדרוזים, השלטון המקומי והשמורה הביוספרית בכרמל - מקונפליקט למעורבות עסקים קטנים ובינוניים",בארי,איתי,2014,"המשרד לאיכות הסביבה",חיפה?,1400049,7664,Born digital,,המשרד להגנת הסביבה,IIA
שילוב בין גגות ירוקים לפנלים סולאריים,בלאושטיין,ליאון,2014,"המשרד לאיכות הסביבה",חיפה?,1400050,1675,Born digital,,המשרד להגנת הסביבה,IIA
קריטריונים להגדרת מוצר בר קיימא לבנייה ירוקה בישראל,בלאס,ורד,2014,"המשרד לאיכות הסביבה",תל אביב?,1400055,20306,Born digital,,המשרד להגנת הסביבה,IIA
האנרגיה אגורה במבנה כתוצאה מחיזוק אלמנטים של הבטון באמצעות קליפה צמנטית משוריינת באמצעות בדים,גל,ארז,2014,"המשרד לאיכות הסביבה",באר שבע?,1400052,5843,Born digital,,המשרד להגנת הסביבה,IIA
שימוש מים אפורים להשקיית גגות ירוקים,גרינבאום,"נעם ",2014,"המשרד לאיכות הסביבה",חיפה?,1400051,9104,Born digital,,המשרד להגנת הסביבה,IIA
התפשטות העיר והשפעתה על הקרקע והצומח,מלקינסון,"דן ",2014,"המשרד לאיכות הסביבה",,1400062,6986,Born digital,,המשרד להגנת הסביבה,IIA
סקר לבחינת שיטה לדירוג ירוק של מבני משרדים קיימים,ניר גולדנברג,"סיגל ",2014,"המשרד לאיכות הסביבה",אריאל?,1400073,9793,Born digital,,המשרד להגנת הסביבה,IIA
הערכת שרותי מערכת מההר ועד הים - פיתוח מתודולוגיה מולטי דיספלינרית להגדרת - אינדיקטורים עבור שרותי מערכת אקולוגית החוצים יחידות נוף,פורטמן,מישל,2014,"המשרד לאיכות הסביבה",חיפה,1400054,9751,Born digital,,המשרד להגנת הסביבה,IIA
פרופילים מרחביים - כלי להערכת פיתוח בר - קיימא במרחב העירוני,פלאוט,פנינה,2014,"המשרד להגנת הסביבה/ מוסד הטכניון למחקר ופיתוח",,1400056,16298,Born digital,,המשרד להגנת הסביבה,IIA
בחינת היבטים כלכליים וכלים למימון התחדשות עירונית - מחקר במסגרת המיזם להעצמת השכונות הותיקות,קלמפרט,"גלב ",2014,"המשרד להגנת הסביבה",,1400016,8091,Born digital,,המשרד להגנת הסביבה,IIA
"יישום ת""י 5281 בבנייה רוויה למגורים",שווץ,קרן,2014,"המשרד לאיכות הסביבה",,1400048,8650,Born digital,,המשרד להגנת הסביבה,IIA
"תכנון, חברה אזרחית וזכויות אדם - ניתוח פרקסיס של ארגון תכנון לא ממשלתי",דקל,"תומר ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500149,48596,Born digital,Thesis,תזות,IIA
"לגישות תכנון שכונת בישראל - המקרה של העיר תל-אביב יפו
",מודריק,"יאיר ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500150,28770,Born digital,Thesis,תזות,IIA
קווים מנחים לתכנון עמדת עבודה ייעודית המותאמת לצרכיו של הרופא המרדים,איצקוביץ,"הדס ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500151,33135,Born digital,Thesis,תזות,IIA
"דפוסי תכנון בקיבוץ המתחדש
",שמר,"נטע ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500152,21871,Born digital,Thesis,תזות,IIA
אי-ראציונליות במוכנות הציבור לרעידות אדמה - ניתוח אמפירי של המקרה הישראלי,פרידלר,"לילי ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500154,9267,Born digital,Thesis,תזות,IIA
הסכמים בין רשויות תכנון ליזמים במבט בינלאומי השוואתי,ארליך-רוגינסקי,"חוה ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500155,76129,Born digital,Thesis,תזות,IIA
"בניית תשתית הרכבת הקלה ושימושי הקרקע למסחר ברחוב יפו, ירושלים",בן-יהודה,"רועי ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500156,10405,Born digital,Thesis,תזות,IIA
גישות רב–הקשריות לארכיונאות אדריכלית - שיחזור ידע להיסטוריוגרפיה של אדריכלות ישראל,אלחייני,"צבי ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500158,45822,Born digital,Thesis,תזות,IIA
ניתוח תפקיד ואפיון פתרונות מערכתיים להתאמת סביבה ביתית לאוכלוסייה מבוגרת,יניב,"יקיר ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500160,15166,Born digital,Thesis,תזות,IIA
שיתוף הציבור וערוב בעלי עניין בהקמה ובניהול של המרחבים הביוספריים בישראל - מחקר הערכה,שמילה ודעי,"אביבה 
",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500163,45525,Born digital,Thesis,תזות,IIA
יחסי עיר וילדים במרחב – צורה ביטוי והבנייה הדדית - מחקר בהשראת הגישה החינוכית של Reggio Emilia,הראל כנות,"צמרת ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500164,27973,Born digital,Thesis,תזות,IIA
גנים כמקדמי איכות חיים - הגדרת מרכיבים סביבתיים הפועלים להפחתת עקה לשיפור ברמת התפקוד ושביעות רצון,סימונוב,"אלה ",2014,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500165,7361,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (עבודות ומבנים הפטורים מהיתר), תשעד-2014",,,2014,,,1900036,6812,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (אישור מטרה ציבורית), תשעה-2014",,,2014,,,1900037,796,Born digital,Statute,רגולציה,IIA
תכנון מוטה תרבות - חקר מקרה - רהט וסביבתה בנגב,ליטבק,צילה,2014,"המרכז לחקר העיר והאזור",חיפה,2300054,49158,Scanned,report,המרכז לחקר העיר והאזור,IIA
מגדלי יוקרה בקהילות מגודרות - המקרה של תל אביב,שחר,ניר,2014,"המרכז לחקר העיר והאזור",חיפה,2300109,24209,Scanned,report,המרכז לחקר העיר והאזור,IIA
אבני הבניין של השיכון הציבורי - שישה עשורים של בנייה עירונית ביוזמה ציבורית בישראל,שדר,הדס,2014,"משרד הבינוי והשיכון","[ח""מ]",2800087,87698,Scanned,Research,משרד השיכון,IIA
גישה ישירה לתכן סייסמי מבוסס הזזות של בניינים בהתחשב בצורות תנודה רבות,לבן,אורן,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200019,7814,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
הגורמים המשפיעים על בחירת טפסות וציוד עיקרי אחר בהקמת בניינים רבי קומות,שפירא,אביעד,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200021,790,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
הערכה משולבת של תגובות אתר וסיכוני התנזלות בזמן רעידות אדמה בעמק זבולון,פרידמן,סם,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200028,373,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
השפעת גלי הלם הנוצרים בפיצוץ פנימי בתוך מנהרת תשתית על פני קרקע ועל מנהרות סמוכות,פלדגון,ולדימיר,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200034,151,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
התנהגות סטטית בכפיפה של קורות מבטון עם מנת זיון נמוכה ועם סיבי פלדה,דנציגר,אברהם,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200041,5994,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"סקר על רדיואקטיביות טבעית בבטון, שלב ב'",שפירא,אביעד,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200081,790,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"תגובת פני הקרקע בפעולה דינאמית בסלע בסיס, שלב ב'",פלדגון,ולדימיר,2013,"המכון הלאומי לחקר הבנייה",חיפה,1200129,194,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"דיור בר השגה בישראל - היבטים משפטיים  ",מועלם,ניר,2013,"המרכז לחקר העיר והאזור",חיפה,1300009,36850,Born digital,,המרכז לחקר העיר והאזור,IIA
תכנון לאורח חיים פעיל - אלמנטים סביבתיים המעודדים פעילות גופנית יום-יומית,מורן,מיקה,2013,"המרכז לחקר העיר והאזור",חיפה,1300006,23574,Born digital,,המרכז לחקר העיר והאזור,IIA
תמורות בתכנון המרחב הכפרי - מפגשי חשיבה והשתלמות למתכננים - 2012 - לקט עבודות המשתתפים,פלאוט,פנינה,2013,"המרכז לחקר העיר והאזור",חיפה,1300001,20168,Born digital,,המרכז לחקר העיר והאזור,IIA
התנהגות סטטית בכפיפה של קורות מבטון עם מנת זיון נמוכה ועם סיבי פלדה,דנציגר,אברהם,2013,"משרד הבינוי והשיכון",חיפה,1800109,4535,Born digital,research,משרד השיכון,IIA
התנהגות של רכיבי בטון עם מנת זיון מינימלית ועם סיבי פלדה – שלב א: מודל תיאורטי,המכון הלאומי לחקר הבנייה,,2013,"משרד הבינוי והשיכון",חיפה,1800110,8993,Born digital,research,משרד השיכון,IIA
"חיזוק טבלות דו-כיווניות מבטון באמצעות חומרים מרוכבים: אנליזה, היבטים ייחודיים וסקירת תקינה",המכון הלאומי לחקר הבנייה,,2013,"משרד הבינוי והשיכון",חיפה,1800112,18207,Born digital,research,משרד השיכון,IIA
תכנון בנייה בטוחה: הערכה וירטואלית של סכנות ובטיחות בבנייה בשלבי התכן,המכון הלאומי לחקר הבנייה,,2013,"משרד הבינוי והשיכון",חיפה,1800111,12927,Born digital,research,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2013 - חוברת סיכום,משרד הבינוי והשיכון,,2013,"משרד הבינוי והשיכון",,1800005,8838,Born digital,summary,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2013 - רבעון ראשון,משרד הבינוי והשיכון,,2013,"משרד הבינוי והשיכון",,1800008,9040,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2013 - רבעון שלישי,משרד הבינוי והשיכון,,2013,"משרד הבינוי והשיכון",,1800006,8592,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2013 - רבעון שני,משרד הבינוי והשיכון,,2013,"משרד הבינוי והשיכון",,1800007,8656,Born digital,analytical report,משרד השיכון,IIA
הערכה משולבת של תגובת אתר וסיכוני התנזלות בזמן רעידות אדמה בעמק זבולון סם פרידמן,פרידמן,סם,2013,"משרד הבינוי והשיכון",חיפה,1800108,5412,Born digital,research,משרד השיכון,IIA
הערכת מצב בנושא הדיור סוגיית העובדים בענף הבנייה,ROTEM STRATEGY,,2013,"משרד הבינוי והשיכון",,1800153,2239,Born digital,report,משרד השיכון,IIA
מצב הבנייה הירוקה בישראל - דוח שנתי,ילינק,"אביאל ",2013,"המשרד להגנת הסביבה",,1400013,7618,Born digital,,המשרד להגנת הסביבה,IIA
מפגש חוקרים - בנייה ירוקה 23.12.13,,,2013,"המשרד להגנת הסביבה","נווה אילן
",1400024,4133,Born digital,,המשרד להגנת הסביבה,IIA
יישום תי 5281 בשיפוץ בנייני מגורים קיימים,פלמן,ברק,2013,"המשרד לאיכות הסביבה",,1400047,11271,Born digital,,המשרד להגנת הסביבה,IIA
"אתרי טבע עירוני בישראל - היסטוריה, תיאוריה ופרקטיקה",מנדלסון,"עמית ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500129,1383,Born digital,Thesis,תזות,IIA
הקשר בין הסביבה הבנויה לבין אורח חיים פעיל,מורן,"מיקה ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500134,38557,Born digital,Thesis,תזות,IIA
מורפולוגיות מעונפות - העיר והאלמוג,בואר,"בניה ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500135,16923,Born digital,Thesis,תזות,IIA
צדק חברתי ושוויון הזדמנויות בעידן של פרבור עירוני,ישראל,"אמיל ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500137,71299,Born digital,Thesis,תזות,IIA
המתברגנים - פיתוח כלי מחקר להערכת עוצמת הג'נטריפיקציה בהדגמה על שכונת פלורנטין בתא-יפו,יבלוביץ,"יאיר ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500138,9735,Born digital,Thesis,תזות,IIA
תיכון ארגונומי על פי מדדי יעילות מפעיל ברכבי מרובי משימות,בירן,"איל ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500139,27576,Born digital,Thesis,תזות,IIA
התאמת סביבת גן הילדים ללמידה באמצעות משחק,איזקסון,"מני ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500140,21377,Born digital,Thesis,תזות,IIA
עיצוב אביזר תומך ישיבה והערכת השפעתו על פעילות שרירית ודופק בהתבסס על שתי סדרות ישיבה על מושב מטוס מסחרי,סדאי,ערי (פייר),2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500141,12147,Born digital,Thesis,תזות,IIA
דפוסי שימוש ופעילות במגרשי משחק עירוניים באזור חיפה,בגליי,"אילנה ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500142,56086,Born digital,Thesis,תזות,IIA
השפעתם של מאפייני המסע מדלת-לדלת על הביקוש לנסיעות לעבודה ברכבת,נמיר,"עתליה (גלעד) ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500143,30646,Born digital,Thesis,תזות,IIA
"מדברים ארכיטקטורה - השפה, מקומה ותפקידיה בתהליך התכנון האדריכלי בסטודיו",אבידן,יוני,2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500144,21399,Born digital,Thesis,תזות,IIA
בדרך לשימור בש קטנה' - אתגרים לפתחו של שימור בשכונה מעורבת וקונפליקטואלית - מקרה מבחן - שכונת עג'מי ביפו,נחמן-פרחי,"דליה ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500145,38259,Born digital,Thesis,תזות,IIA
גורם הזמן בהפקעות קרקע - מבט השוואתי על ישראל וויקטוריה (אוסטרליה),אורני,"נירה ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500146,69696,Born digital,Thesis,תזות,IIA
פרדיגמה ביומימטית בתכנון ליעילות סטרוקטורלית,"צ'צ'יק ","לירן ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500147,11286,Born digital,Thesis,תזות,IIA
תופעת שימוש מחדש ושימור מבנים בישראל,דיקלר,"יעל ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500148,8997,Born digital,Thesis,תזות,IIA
טכנולוגיות חדשניות לתמיכה באסטרטגיית תכנון מודע לפירוק - מודל הערכת תכנון,קלוש,"ניצן ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500153,6938,Born digital,Thesis,תזות,IIA
לה קורבוזייה והתנועה הציונית,פיינהולץ,"צפריר ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500157,51130,Born digital,Thesis,תזות,IIA
"מנורה צרובה בהרי הפמפס - יצוא ידע תכנוני מישראל לארגנטינה 1963-1970 - מקרה בוחן לאס פירקיטס ",קון,"אוריאל ",2013,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500161,34069,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (הכרזה על גבולות תחומיהם של אתרים בסביבה החופית של ים כנרת), תשעג-2013",,,2013,,,1900035,116,Born digital,Statute,רגולציה,IIA
תכנון לאורח חיים פעיל - אלמנטים סביבתיים המעודדים פעילות גופנית יום-יומית,מורן,מיקה,2013,"המרכז לחקר העיר והאזור",חיפה,2300134,23519,Scanned,report,המרכז לחקר העיר והאזור,IIA
תמורות בתכנון המרחב הכפרי - מפגשי חשיבה והשתלמות למתכננים 2012 - לקט עבודות המשתתפים,פלאוט,פנינה,2013,"המרכז לחקר העיר והאזור",חיפה,2300157,42101,Scanned,report,המרכז לחקר העיר והאזור,IIA
אורך דיפוזיה של ראדון בחומרי איטום,קובלר,קונסטנטין,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200003,329,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
בטון בעל משיכות משופרת המכיל תוצרי מחזור צמיגי ליישום במעקות בטיחות לכבישים,ורסמן,רינה,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200013,281,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"גורמים טכנולוגיים המשפיעים על חוזק החיבור של חיפוי חוץ קשיח, שלב ב'",ורסמן,רינה,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200018,16749,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
הכשרת עובדים לבטיחות בבנייה באמצעות מציאות מדומה,זקס,רפאל,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200026,558,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
השפעת האשפרה על בלייה של בטון עם אפר פחם בתנאי גשם חומצי וקרינת UV בישראל,וסרמן,רינה,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200036,5329,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
התנהגות של מנהרה מדופנת בעמיסה סייסמית,אנטיס,מרק,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200048,176,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"התנהגות של מנהרה מדופנת בעמיסה סייסמית, שלב ג'",אנטיס,מרק,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200049,267,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"סקר על ראדון אקטיבית טבעית בבטון, שלב א'",קובלר,קונסטנטין,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200080,274,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
עמידות משופרת בעומס אימפקט של קירות מגן דו-שכבתיים מבטון,בנאמו,דויד,2012,"המכון הלאומי לחקר הבנייה",חיפה,1200086,5953,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
דיור בר השגה - גלים של תכנון סטטוטורי ומדיניות מקומית,אלתרמן,רחל,2012,"המרכז לחקר העיר והאזור",חיפה,1300005,35416,Born digital,,המרכז לחקר העיר והאזור,IIA
בחינת יחסי הגומלין בין המועצה האזורית ליישוב הגדל מקרה יישובי גוש חבר,ברנע אמרגי,רחל,2012,"המרכז לחקר העיר והאזור",חיפה,1300030,22378,Born digital,,המרכז לחקר העיר והאזור,IIA
שיקולים חברתיים בתכנון מרחבי,צ'רצ'מן,ארזה,2012,"המרכז לחקר העיר והאזור",חיפה,1300036,13363,Born digital,,המרכז לחקר העיר והאזור,IIA
"מגדלי יוקרה כקהילות מגודרות - המקרה של תל אביב ",שחר,ניר,2012,"המרכז לחקר העיר והאזור",חיפה,1300004,24243,Born digital,,המרכז לחקר העיר והאזור,IIA
עקרונות התכן של מבנים לעמידות בפני הדף פיצוץ,המכון הלאומי לחקר הבנייה,,2012,"משרד הבינוי והשיכון",חיפה,1800114,54076,Born digital,research,משרד השיכון,IIA
התפתחות ענף הבנייה ופעילות משרד הבינוי והשיכון,משרד הבינוי והשיכון,,2012,"משרד הבינוי והשיכון",ירושלים,1800004,17076,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2012 - חוברת סיכום,משרד הבינוי והשיכון,,2012,"משרד הבינוי והשיכון",,1800000,9405,Born digital,summary,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2012 - רבעון שלישי,משרד הבינוי והשיכון,,2012,"משרד הבינוי והשיכון",,1800001,8776,Born digital,analytical report,משרד השיכון,IIA
ענף הבנייה בישראל - ניתוח כלכלי 2012 - רבעון שני,משרד הבינוי והשיכון,,2012,"משרד הבינוי והשיכון",,1800002,8473,Born digital,analytical report,משרד השיכון,IIA
"תמצית מנהלים – סקירת הפעילות בענף הבנייה ושוק הדיור ופעילות משרד הבינוי והשיכון, יוני 2012",משרד הבינוי והשיכון,,2012,"משרד הבינוי והשיכון",,1800003,17105,Born digital,summary,משרד השיכון,IIA
הערכת גרעיני התיישבות עירוניים,צפנת מכון למחקר,,2012,"משרד הבינוי והשיכון והלשכה מהרכזית לסטטיסטיקה",,1800028,18842,Born digital,research,משרד השיכון,IIA
תועלות הגגות הירוקים והדרכים להשגתן בישראל,אהרוני,"תמר ",2012,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500130,16736,Born digital,Thesis,תזות,IIA
"הערכת פיתוח בר-קיימא בתכניות - תיאוריה, פרקטיקה, מתודה",חזן,"גלעד ",2012,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500131,81201,Born digital,Thesis,תזות,IIA
"תכנית מתאר ארצית מספר 38 (תמא לחיזוק מבנים קיימים בפני רעידות אדמה) - ניתוחי מקרה של ייתכנות כלכלית וחסם 'הקומה העליונה' במבני מגורים בתל אביב, רמת גן וגבעתיים",ברוידס,רן מ.,2012,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500132,10160,Born digital,Thesis,תזות,IIA
שימור המורשת הרכבתית בישראל - מקרה בוחן - קו הרכבת המנדטורי בארץ ישראל חיפה-קנטרה,הר-נוי,"עדי ",2012,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500133,27757,Born digital,Thesis,תזות,IIA
ח'ורי דור-שיפור ההתמצאות והניידות של אוכלוסיית עיוורים בוגרים במבנים ציבוריים,ח'ורי דור,נסמה,2012,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500136,11933,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (פטור מהיתר לעבודה לצורך הקמת מיתקן שהייה למסתננים ותנאיו) (הוראת שעה), תשעב-2012",,,2012,,,1900034,1433,Born digital,Statute,רגולציה,IIA
דיור בר השגה בישראל - כלים של תכנון סטטוטורי ומדיניות מקומית,אלתרמן,רחל,2012,"המרכז לחקר העיר והאזור",חיפה,2300091,38626,Scanned,report,המרכז לחקר העיר והאזור,IIA
דיור בר השגה בישראל - היבטים משפטיים,מועלם,ניר,2012,"המרכז לחקר העיר והאזור",חיפה,2300092,37587,Scanned,report,המרכז לחקר העיר והאזור,IIA
עמידות בעומסים אופקיים של מסגרות בטון מזוין הכוללים מילוי של ספיני קירות בני,שוורץ,סטפן,2011,"המכון הלאומי לחקר הבנייה",חיפה,1200085,27676,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
קרינת גמא בבנייני מגורים בישראל,קובלר,קונסטנטין,2011,"המכון הלאומי לחקר הבנייה",חיפה,1200106,13691,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"הון חברתי - משמעותו, מדידתו והקשרים בינו לבין תכנון עירוני",אמויאל,"עינת ",2011,"המרכז לחקר העיר והאזור",חיפה,1300018,7779,Born digital,,המרכז לחקר העיר והאזור,IIA
"בחינה הנדסית חישובית של הנחיות חיזוק מבנים קיימים תמ""א 38",גלוק,ניקולאי,2011,"משרד הבינוי והשיכון",,1800091,12084,Born digital,research,משרד השיכון,IIA
גורמים שורשיים לחריגות בתקציב של פרוייקטי בנייה,המכון הלאומי לחקר הבנייה,,2011,"משרד הבינוי והשיכון",חיפה,1800120,20530,Born digital,research,משרד השיכון,IIA
גישה מקורבת להערכה יעילה של עמידות בנייני קומות בעומסים אופקיים שלב א',המכון הלאומי לחקר הבנייה,,2011,"משרד הבינוי והשיכון",חיפה,1800123,30332,Born digital,research,משרד השיכון,IIA
הערכת הנזק שנגרם לאלמנטי מבנה מגורים טיפוסי מפצוץ פנימי שלב ב',המכון הלאומי לחקר הבנייה,,2011,"משרד הבינוי והשיכון",חיפה,1800104,5146,Born digital,research,משרד השיכון,IIA
